SEL;CODBARRA;DESCRICAO;VRCUSTO;CUSTO_REPOSICAO;VRVENDA;ATIVO;ATIVO_COMPRA;ATACAREJO;COMISSAO;FORNECEDOR;CODDPTO;DEPARTAMENTO;GRUPO;SUBGRUPO;SECAO;UNIDADE;MARKUP;CODFOR;ALIQUOTA;BALANCA;PROMOCAO;VRPROMO;VRCLUBEFIDELIDADE;PIS;TIPOPIS;FATORKG;FATORCX;CODBALANCA;DESCMAX;ESPECIFICACAO;COMPOSICAO;CODIGO;COD_GRUPO;COD_SUBGRUPO;CEST;DATA_ALTERACAO;CUSTO_TOTAL;DATA_ALTERACAO_PRECO;NCM;COMECO_DESCRICAO;IDEMPRESA;DATA_CADASTRO;MARGEM_CALCULADA;GRUPO_PRECO;IDPISCOFINS;DESPIS;IMPRIMIRCOMP;COD_GRUPOPRECO;ATACADO;VRDESCPRECO2_MP;VRDESCPRECO2_PRO;TPDESCPRECO2;QTDE_ESTOQUE;QTDE_DEPOSITO;QTDE_TOTAL;PRODUTO_PAI;DESCRICAO_RESUMIDA;DESCRICAO_WEB;DESCRICAO_BALANCA;QUANTIDADE;ALTERA_DESCRICAO_COTACAO;PERDA;IDMARCA;MARCA;ETQ_IMPRESSA;VASILHAME;COD_FIGURA_FISCAL;FIGURA_FISCAL;POSSUI_RECEITA;FATOR_FILHO;QTDE_ETIQUETAS;VLRPROMOCAO;REALIZA_TROCA;COTACAO;EST_MINIMO;EST_MAXIMO;EST_ATUAL_X_MINIMO;EST_ATUAL_X_MAXIMO;UNIDADE_APRESENTACAO;CONTEUDO_EMBALAGEM;APRESENTACAO_ETIQUETA;VLR_APRESENTACAO;CODOPERADOR;TIPO_PRODUTO;ABC;PERC_ABC;DATA_ABC
T;70847022015;ENERGETICO MONSTER ENERGY GREEN LATA 473ML;"5,19";"5,19";"7,59";S;S;;;UBERLANDIA REFRESCOS LTDA.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;11;10806;STB;N;N;"2,49";;S;N;1;6;1;;;N;821728;6164;0;301300;29/04/2024;"5,19";05/04/2024;22029900;E;2;23/11/2016;"31,62";;14;MONOFASICO;N;;N;;0;D;42;0;42;;ENERGETICO MONSTER ENERGY GREEN LATA 473ML;ENERGETICO MONSTER ENERGY GREEN LATA 473ML;ENERGETICO MONSTER ENERGY GREEN LATA 473ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;"2,49";S;N;0;0;MAIOR;MAIOR;;1;1;"7,59";85;;;;
T;"7,89E+12";ESPONJA DE ACO BOM BRIL PC 8UN;"1,3";"1,52";"2,69";S;S;;;FLORIVALDO MARTINS S/A;5;AGROPECUARIA;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10165;STB;N;N;"0,99";;S;;1;14;1;;;N;207812;6164;0;1100900;30/04/2024;"1,18";05/04/2024;73231000;E;2;;"43,49";;13;TRIBUTADOS;N;;N;;0;D;462;0;462;;ESPONJA DE ACO BOM BRIL PC 8UN;ESPONJA DE ACO BOM BRIL PC 8UN;ESPONJA DE ACO BOM BRIL PC 8UN;;;N;;;N;N;6;SUBSTITUICAO;N;;;"0,99";S;N;0;0;MAIOR;MAIOR;;1;1;"2,69";;;;;
T;"7,89E+12";EXTRATO TOMATE ELEFANTE LATA 130G;"1,85";"1,85";"2,99";S;S;;;ATACADAO S.A.;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;0;55234;STB;N;N;0;;S;;1;48;1;;;N;330916;2;4;1704000;11/03/2024;"1,68";05/04/2024;20029000;E;2;;"38,13";;13;TRIBUTADOS;N;;N;;;;28;0;28;;EXTRATO TOMATE ELEFANTE LATA 130G;EXTRATO TOMATE ELEFANTE LATA 130G;EXTRATO TOMATE ELEFANTE LATA 130G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"2,99";;;;;
T;"7,89E+12";EXTRATO TOMATE ELEFANTE LATA 850G;"7,13";"7,13";"14,9";S;S;;;MARTINS COMERCIO E SERV.DIST.S.A.;4879;PRODUTOS ALIMENTICIOS;CESTA BASICA;EXTRATO/MOLHO TOMATE;;UN;10;10045;STB;N;N;0;;S;N;1;12;1;;;N;336864;4882;4890;1704000;14/05/2024;"6,47";17/04/2024;20029000;E;2;;"52,15";;13;TRIBUTADOS;N;;N;;0;D;81;0;81;;EXTRATO TOMATE ELEFANTE LATA 850G;EXTRATO TOMATE ELEFANTE LATA 850G;EXTRATO TOMATE ELEFANTE LATA 850G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"14,9";;;;;
T;"7,90E+12";EXTRATO TOMATE ELEFANTE SO TOMATE POTE 300 G;3;3;"6,25";S;S;N;;MARTINS COMERCIO E SERV.DIST.S.A.;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;0;10045;STB;N;N;0;;S;N;1;24;1;;;N;908998;2;4;1704000;03/05/2024;0;30/04/2024;20029000;E;2;26/02/2024;52;;13;TRIBUTADOS;N;;N;;0;D;78;0;78;;EXTRATO TOMATE ELEFANTE SO TOMATE POTE 300 G;EXTRATO TOMATE ELEFANTE SO TOMATE POTE 300 G;EXTRATO TOMATE ELEFANTE SO TOMATE POTE 300 G;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"6,25";2666;N;;;
T;"7,90E+12";FARINHA DE MANDIOCA ACIGAL BRANC 1K;"1,9";"1,9";"6,4";S;S;;;AMAFIL IND.E COM. DE ALIMENTOS LTDA;5;AGROPECUARIA;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10053;IST;N;N;"2,39";;S;N;1;1;1;;;N;164092;6164;0;;15/04/2024;"1,9";05/04/2024;11062000;F;2;;"70,31";;12;ALIQUOTA ZERO;N;;N;;;;42;0;42;;FARINHA DE MANDIOCA ACIGAL BRANC 1K;FARINHA DE MANDIOCA ACIGAL BRANC 1K;FARINHA DE MANDIOCA ACIGAL BRANC 1K;;;N;;;N;N;5;ISENTO;N;;;"2,39";S;N;0;0;MAIOR;MAIOR;;1;1;"6,4";;;;;
T;"7,90E+12";FARINHA DE TRIGO LUNAR PREMIUM 1KG;"3,15";"3,15";"3,8";S;S;;;MOINHO SETE IRMAOS;5;AGROPECUARIA;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;"10,5";10428;T03;N;N;"2,1";;S;;1;10;1;;;N;420938;6164;0;;13/05/2024;"2,93";19/04/2024;11010010;F;2;;"17,11";;12;ALIQUOTA ZERO;N;;N;;0;D;30;0;30;;FARINHA DE TRIGO LUNAR PREMIUM 1KG;FARINHA DE TRIGO LUNAR PREMIUM 1KG;FARINHA DE TRIGO LUNAR PREMIUM 1KG;;;N;;;N;N;7;TRIBUTADO 7%;N;;;"2,1";S;N;0;0;MAIOR;MAIOR;;1;1;"3,8";;;;;
T;"7,90E+12";FARINHA DE TRIGO VILMA ESPECIAL 1KG;"2,72";"2,72";"4,95";S;S;;;DOMINGOS COSTA IND ALIMENTICIAS SA;5;AGROPECUARIA;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;"-87,39";10012;T03;N;N;"1,99";;S;;1;10;1;;;N;516396;2;4;1704400;17/04/2024;"2,53";05/04/2024;11010010;F;2;;"45,05";;12;ALIQUOTA ZERO;N;;N;;0;D;30;0;30;;FARINHA DE TRIGO VILMA ESPECIAL 1KG;FARINHA DE TRIGO VILMA ESPECIAL 1KG;FARINHA DE TRIGO VILMA ESPECIAL 1KG;;;N;;;N;N;7;TRIBUTADO 7%;N;;;"1,99";S;N;0;0;MAIOR;MAIOR;;1;1;"4,95";;;;;
T;"7,90E+12";FEIJAO CARIOCA SABOR MINEIRO 1KG;5;5;"6,99";S;S;N;;UNIGRAOS CAIAPO INDUSTRIA E COMERCIO LTDA - ME;4879;PRODUTOS ALIMENTICIOS;BALANﾇO LJ 02 2020;FEIJAO;;UN;0;55684;IST;N;N;0;;S;N;1;1;1;;;N;891949;6164;4883;;10/05/2024;0;10/05/2024;7133399;F;2;18/05/2022;"28,47";;12;ALIQUOTA ZERO;N;;N;;0;D;220;0;220;;FEIJAO CARIOCA SABOR MINEIRO 1KG;FEIJAO CARIOCA SABOR MINEIRO 1KG;FEIJAO CARIOCA SABOR MINEIRO 1KG;;N;N;;;N;N;5;ISENTO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"6,99";1446;N;;;
T;"7,90E+12";FEIJAO FUFU LEGAL 1KG;"5,5";"5,5";"4,99";S;S;;;ANTONIO DE PADUA ALVES E CIA LTDA;4879;PRODUTOS ALIMENTICIOS;CESTA BASICA;FEIJAO;;UN;10;10798;IST;N;N;"2,99";;S;N;1;30;1;;;N;134972;4882;4883;;10/05/2024;"5,5";10/05/2024;7133399;F;2;;"-10,22";;12;ALIQUOTA ZERO;N;;N;;0;D;9;0;9;;FEIJAO FUFU LEGAL 1KG;FEIJAO FUFU LEGAL 1KG;FEIJAO FUFU LEGAL 1KG;;;N;;;N;N;5;ISENTO;N;;;"2,99";S;N;0;0;MAIOR;MAIOR;;1;1;"4,99";;;;;
T;78934412;FUMO TREVO ESPECIAL 45G;"2,35";"3,38";"3,5";S;S;;;SOUZA CRUZ LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;0;11151;STB;N;N;0;;S;;1;13;1;;;N;107266;6164;0;2111200;06/05/2024;"2,35";05/04/2024;24031900;F;2;;"3,43";;13;TRIBUTADOS;N;;N;;;;65;0;65;;FUMO TREVO ESPECIAL 45G;FUMO TREVO ESPECIAL 45G;FUMO TREVO ESPECIAL 45G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"3,5";;;;;
T;"7,90E+12";GARFO CLEAN WAVE REFOR CRISTAL 50UN;"3,51";"4,01";"7,99";S;S;N;;NOVA CLEAN COM IMPORT EXPORT DESCARTAVEIS LTDA EPP;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;15;40947;STB;N;N;;;S;N;;20;1;;;N;836801;6164;4;1400500;17/10/2023;"4,04";05/04/2024;39241000;G;2;14/08/2018;"49,81";;13;TRIBUTADOS;N;;N;;;;28;0;28;;GARFO CLEAN WAVE REFOR CRISTAL 50UN;GARFO CLEAN WAVE REFOR CRISTAL 50UN;GARFO CLEAN WAVE REFOR CRISTAL 50UN;;N;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"7,99";85;;;;
T;"7,90E+12";GUARDANAPO BOB 20X23 50UN;"0,61";"0,86";"1,79";S;S;;;ANTONIO DE PADUA ALVES E CIA LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;12;10798;STB;N;N;0;;;N;1;72;1;;;N;63906;2;0;2004600;02/04/2024;"0,72";05/04/2024;48183000;G;2;;"51,96";;13;TRIBUTADOS;N;;N;;;;142;0;142;;GUARDANAPO BOB 20X23 50UN;GUARDANAPO BOB 20X23 50UN;GUARDANAPO BOB 20X23 50UN;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"1,79";;;;;
T;"7,90E+12";GUARDANAPO HO 14X14CM 500UN;"2,18";"2,76";"4,89";S;S;;;COMERCIO E INDUSTRIA HO LTDA.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10357;STB;N;N;0;;S;;1;64;1;;;N;174299;6164;0;2004600;23/09/2023;"2,4";05/04/2024;48183000;G;2;;"43,56";;13;TRIBUTADOS;N;;N;;;;197;0;197;;GUARDANAPO HO 14X14CM 500UN;GUARDANAPO HO 14X14CM 500UN;GUARDANAPO HO 14X14CM 500UN;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"4,89";;;;;
T;"7,90E+12";GUARDANAPOS SANTEPEL FS 33CM X 30CM C/ 50UN;"1,54";"1,54";"3,4";S;S;N;;ALIANCA ATACADISTA LTDA.UBERLANDIA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;20;10114;STB;N;N;;;S;N;1;48;1;;;N;837828;2;4;2004600;05/03/2024;"1,83";05/04/2024;48183000;G;2;11/10/2018;"54,71";;13;TRIBUTADOS;N;;N;;;;50;0;50;;GUARDANAPOS SANTEPEL FS 33CM X 30CM C/ 50UN;GUARDANAPOS SANTEPEL FS 33CM X 30CM C/ 50UN;GUARDANAPOS SANTEPEL FS 33CM X 30CM C/ 50UN;;N;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"3,4";1127;;;;
T;"7,90E+12";GUARDANAPOS SNOB FS 24CM X 22CM C/ 50UN;"0,83";"0,83";"2,29";S;S;N;;ANTONIO DE PADUA ALVES E CIA LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;20;10798;STB;N;N;;;S;N;1;80;1;;;N;837832;2;4;2004600;07/05/2024;"0,98";05/04/2024;48183000;G;2;11/10/2018;"63,76";;13;TRIBUTADOS;N;;N;;;;62;0;62;;GUARDANAPOS SNOB FS 24CM X 22CM C/ 50UN;GUARDANAPOS SNOB FS 24CM X 22CM C/ 50UN;GUARDANAPOS SNOB FS 24CM X 22CM C/ 50UN;;N;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"2,29";1127;;;;
T;"7,90E+12";ICE DRINK LIMAO 275ML;"2,5";"2,5";"2,79";S;S;N;;DULAR DISTRIBUIDORA LTDA;13;BEBIDAS;BALANﾇO LJ 02 2020;VODKA;;UN;0;59496;STB;N;N;0;;S;N;1;12;1;;;N;900816;6164;34;200300;06/05/2024;0;06/05/2024;22089000;I;2;25/03/2023;"10,39";;13;TRIBUTADOS;N;;N;;0;D;24;0;24;;ICE DRINK LIMAO 275ML;ICE DRINK LIMAO 275ML;ICE DRINK LIMAO 275ML;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"2,79";2826;N;;;
T;"7,89E+12";KAPO MORANGO 200ML;"1,14";"1,14";"1,7";S;S;;;UBERLANDIA REFRESCOS LTDA.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10806;STB;N;N;0;;;N;1;12;1;;;N;156899;6164;0;1711100;24/02/2024;"1,03";05/04/2024;22021000;K;2;;"32,94";SUCO KAPO 200ML;13;TRIBUTADOS;N;7807;N;;0;D;36;0;36;;KAPO MORANGO 200ML;KAPO MORANGO 200ML;KAPO MORANGO 200ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"1,7";;;;;
T;"7,89E+12";KAPO UVA 200ML;"1,14";"1,14";"1,7";S;S;;;UBERLANDIA REFRESCOS LTDA.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;10;10806;STB;N;N;0;;S;;1;12;1;;;N;457545;6164;0;1711100;24/02/2024;"1,03";05/04/2024;22021000;K;2;;"32,94";SUCO KAPO 200ML;13;TRIBUTADOS;N;7807;N;;0;D;36;0;36;;KAPO UVA 200ML;KAPO UVA 200ML;KAPO UVA 200ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"1,7";;;;;
T;"7,90E+12";LEITE CEMIL INTEGRAL UHT 1LT;"2,96";"2,96";"4,59";S;S;;;COOPERATIVA CENTRAL MINEIRA DE LATICINIOS LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;20;60146;IST;N;N;"2,79";;S;;1;1;1;;;N;69151;6164;4;;10/05/2024;"2,96";05/04/2024;4012010;L;2;;"35,51";;12;ALIQUOTA ZERO;N;;N;;0;D;204;0;204;;LEITE CEMIL INTEGRAL UHT 1LT;LEITE CEMIL INTEGRAL UHT 1LT;LEITE CEMIL INTEGRAL UHT 1LT;;;N;;;N;N;5;ISENTO;N;;;"2,79";S;N;0;0;MAIOR;MAIOR;;1;1;"4,59";;;;;
T;"7,90E+12";LEITE CONDENSADO ITALAC TP 395G;"3,7";"3,7";"5,99";S;S;;;GOIASMINAS INDUSTRIA DE LATICINIOS LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;"13,5";39571;STB;N;N;0;;S;;1;1;1;;;N;391238;6164;0;1701902;09/05/2024;"3,36";05/04/2024;4029900;L;2;;"38,23";;13;TRIBUTADOS;N;;N;;0;D;45;0;45;;LEITE CONDENSADO ITALAC TP 395G;LEITE CONDENSADO ITALAC TP 395G;LEITE CONDENSADO ITALAC TP 395G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"5,99";;;;;
T;"7,90E+12";LEITE CONDENSADO PIRACANJUBA 395G;"3,34";"3,51";"5,29";S;S;N;;LATICINIOS BELA VISTA LTDA;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;30;47824;STB;N;N;;;S;N;1;27;1;;;N;843679;2;0;1701200;07/05/2024;"3,51";09/05/2024;4029900;L;2;16/08/2019;"33,65";;12;ALIQUOTA ZERO;N;;N;;;;210;0;210;;LEITE CONDENSADO PIRACANJUBA 395G;LEITE CONDENSADO PIRACANJUBA 395G;LEITE CONDENSADO PIRACANJUBA 395G;;N;N;;;N;N;6;SUBSTITUICAO;N;1;;;S;N;0;0;MAIOR;MAIOR;;1;1;"5,29";1127;;;;
T;"7,90E+12";LEITE ITALAC INTEGRAL UHT 1LT;"3,4";"3,4";"3,99";S;S;;;WMB SUPERMERCADOS DO BRASIL LTDA;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;10;57380;IST;N;N;"2,19";;S;;1;1;1;;;N;162500;6164;0;1701600;10/05/2024;"3,4";06/05/2024;4012010;L;2;;"14,79";;12;ALIQUOTA ZERO;N;;N;;0;D;144;0;144;;LEITE ITALAC INTEGRAL UHT 1LT;LEITE ITALAC INTEGRAL UHT 1LT;LEITE ITALAC INTEGRAL UHT 1LT;;;N;;;N;N;5;ISENTO;N;;;"2,19";S;N;0;0;MAIOR;MAIOR;;1;1;"3,99";;;;;
T;"7,90E+12";LEITE PO CAMPONESA INTEGRAL 400G;"8,15";"9,06";"15,9";S;S;;;ALVOAR LACTEOS S/A;1;DEPARTAMENTO PADRAO;GRUPO PADRAO;SUB GRUPO PADRAO;;UN;9;37519;STB;N;N;0;;N;N;;25;1;;;N;825504;2;0;1701200;17/04/2024;"8,15";17/04/2024;4022110;L;2;15/03/2017;"43,02";;12;ALIQUOTA ZERO;N;;N;;0;D;3;0;3;;LEITE PO CAMPONESA INTEGRAL 400G;LEITE PO CAMPONESA INTEGRAL 400G;LEITE PO CAMPONESA INTEGRAL 400G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"15,9";85;;;;
T;"7,90E+12";LEITE QUATA INTEGRAL UHT 1L;"3,5";"3,5";"3,99";S;S;;;NOVA MIX IND. E COM. DE ALIMENTOS LTDA;;;;SUB GRUPO PADRAO;;UN;8;35825;IST;N;N;"2,69";;S;N;1;1;1;;;N;795046;;0;1701600;18/04/2024;"3,5";18/04/2024;4012010;L;2;10/10/2013;"12,28";;12;ALIQUOTA ZERO;N;;N;;0;D;36;0;36;;LEITE QUATA INTEGRAL UHT 1L;LEITE QUATA INTEGRAL UHT 1L;LEITE QUATA INTEGRAL UHT 1L;;;N;;;N;N;5;ISENTO;N;;;"2,69";S;N;0;0;MAIOR;MAIOR;;1;1;"3,99";87;;;;
T;"7,90E+12";LIMPADOR PERFUMADO CASA FLOR AMORE 1LT;"5,09";"5,6";"6,29";S;S;;;LM IND.COM. IMPORTACAO EXPORT LTDA.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10461;STB;N;N;;;S;N;;12;1;;;N;818367;6164;4;2806300;17/04/2024;"5,06";05/04/2024;34029031;L;2;21/09/2016;"10,97";;13;TRIBUTADOS;N;;N;;0;D;12;0;12;;LIMPADOR PERFUMADO CASA FLOR AMORE 1LT;LIMPADOR PERFUMADO CASA FLOR AMORE 1LT;LIMPADOR PERFUMADO CASA FLOR AMORE 1LT;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"6,29";85;;;;
T;"7,90E+12";LIMPADOR PERFUMADO CASA FLOR AMORE 500ML;"2,93";"3,24";"3,99";S;S;;;LM IND.COM. IMPORTACAO EXPORT LTDA.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10461;STB;N;N;;;S;N;;12;1;;;N;818368;6164;4;2806300;17/04/2024;"2,91";05/04/2024;34029031;L;2;21/09/2016;"18,8";LIMPADOR PERFUMADO CASA FLOR 500ML;13;TRIBUTADOS;N;3415;N;;0;D;12;0;12;;LIMPADOR PERFUMADO CASA FLOR AMORE 500ML;LIMPADOR PERFUMADO CASA FLOR AMORE 500ML;LIMPADOR PERFUMADO CASA FLOR AMORE 500ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"3,99";85;;;;
T;"7,90E+12";LIMPADOR PERFUMADO CASA FLOR DREAMS 500ML;"2,71";3;"3,99";S;S;;;LM IND.COM. IMPORTACAO EXPORT LTDA.;5;AGROPECUARIA;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10461;STB;N;N;;;S;N;;12;1;;;N;812827;6164;4;2806300;17/04/2024;"2,83";05/04/2024;34029031;L;2;26/11/2015;"24,81";LIMPADOR PERFUMADO CASA FLOR 500ML;13;TRIBUTADOS;N;3415;N;;0;D;6;0;6;;LIMPADOR PERFUMADO CASA FLOR DREAMS 500ML;LIMPADOR PERFUMADO CASA FLOR DREAMS 500ML;LIMPADOR PERFUMADO CASA FLOR DREAMS 500ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"3,99";85;;;;
T;"7,90E+12";LIMPADOR PERFUMADO CASA FLOR INTUITIVE 1LT;"4,52";"5,01";"6,29";S;S;;;LM IND.COM. IMPORTACAO EXPORT LTDA.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10461;STB;N;N;;;N;N;;12;1;;;N;817478;6164;4;2806300;17/04/2024;"4,72";05/04/2024;34029031;L;2;02/08/2016;"20,35";;13;TRIBUTADOS;N;;N;;0;D;21;0;21;;LIMPADOR PERFUMADO CASA FLOR INTUITIVE 1LT;LIMPADOR PERFUMADO CASA FLOR INTUITIVE 1LT;LIMPADOR PERFUMADO CASA FLOR INTUITIVE 1LT;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"6,29";85;;;;
T;"7,90E+12";LIMPADOR PERFUMADO CASA FLOR INTUITIVE 500ML;"2,44";"2,73";"3,99";S;S;;;LM IND.COM. IMPORTACAO EXPORT LTDA.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10461;STB;N;N;;;N;N;;12;1;;;N;812826;6164;4;2806300;17/04/2024;"2,54";05/04/2024;34029031;L;2;26/11/2015;"31,58";LIMPADOR PERFUMADO CASA FLOR 500ML;13;TRIBUTADOS;N;3415;N;;0;D;9;0;9;;LIMPADOR PERFUMADO CASA FLOR INTUITIVE 500ML;LIMPADOR PERFUMADO CASA FLOR INTUITIVE 500ML;LIMPADOR PERFUMADO CASA FLOR INTUITIVE 500ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"3,99";85;;;;
T;"7,90E+12";LIMPADOR PERFUMADO CASA FLOR PASSION 1LT;"5,09";"5,6";"6,29";S;S;;;LM IND.COM. IMPORTACAO EXPORT LTDA.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;"-61,11";10461;STB;N;N;;;S;N;;12;1;;;N;817477;6164;4;2806300;17/04/2024;"5,06";05/04/2024;34029031;L;2;02/08/2016;"10,97";;13;TRIBUTADOS;N;;N;;0;D;3;0;3;;LIMPADOR PERFUMADO CASA FLOR PASSION 1LT;LIMPADOR PERFUMADO CASA FLOR PASSION 1LT;LIMPADOR PERFUMADO CASA FLOR PASSION 1LT;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"6,29";85;;;;
T;"7,90E+12";LIMPADOR PERFUMADO CASA FLOR PASSION 500ML;"2,44";"2,73";"3,99";S;S;;;LM IND.COM. IMPORTACAO EXPORT LTDA.;1;DEPARTAMENTO PADRAO;BALANﾇO LJ 02 2020;SUB GRUPO PADRAO;;UN;12;10461;STB;N;N;;;S;N;;12;1;;;N;803963;6164;4;2806300;18/01/2024;"2,54";05/04/2024;34029031;L;2;06/11/2014;"31,58";;13;TRIBUTADOS;N;;N;;0;D;6;0;6;;LIMPADOR PERFUMADO CASA FLOR PASSION 500ML;LIMPADOR PERFUMADO CASA FLOR PASSION 500ML;LIMPADOR PERFUMADO CASA FLOR PASSION 500ML;;;N;;;N;N;6;SUBSTITUICAO;N;;;;S;N;0;0;MAIOR;MAIOR;;1;1;"3,99";85;;;;
T;"7,90E+12";MACARRAO INST S. AMALIA CARNE 85G;"0,64";"0,72";"1,85";S;S;;;CAMIL ALIMENTOS S/A;4881;FESTA E LEMBRANCINHAS;BALANﾇO LJ 02 2020;MACARRAO;;UN;11;54802;STB;N;N;0;;S;N;;50;1;;;N;799587;6164;4889;1704700;11/05/2024;"0,62";05/04/2024;19023000;M;2;01/04/2014;"61,08";MACARRAO INSTANTANEO S.AMALIA;13;TRIBUTADOS;N;4100;N;;0;D;60;0;60;;MACARRAO INST S. AMALIA CARNE 85G;MACARRAO INST S. AMALIA CARNE 85G;MACARRAO INST S. AMALIA CARNE 85G;;;N;;;N;N;6;SUBSTITUICAO;N;;;0;S;N;0;0;MAIOR;MAIOR;;1;1;"1,85";443;;;;
T;"7,90E+12";MACARRAO INST S. AMALIA GALINHA 85G;"0,67";"0,75";"1,85";S;S;;;CAMIL ALIMENTOS S/A;4881;FESTA E LEMBRANCINHAS;CESTA BASICA;MACARRAO;;UN;11;54802;STB;N;N;"0,69";;S;N;;50;1;;;N;799588;4882;4889;1704700;11/05/2024;"0,65";05/04/2024;19023000;M;2;01/04/2014;"59,46";MACARRAO INSTANTANEO S.AMALIA;13;TRIBUTADOS;N;4100;N;;0;D;80;0;80;;MACARRAO INST S. AMALIA GALINHA 85G;MACARRAO INST S. AMALIA GALINHA 85G;MACARRAO INST S. AMALIA GALINHA 85G;;;N;;;N;N;6;SUBSTITUICAO;N;;;"0,69";S;N;0;0;MAIOR;MAIOR;;1;1;"1,85";443;;;;
